id;name;country;start_date
2411;Spiral Game Studios;;
2412;Toxic Games;826;
2413;Artifice Studio;;
2414;Radiant Entertainment;840;1388448000
2415;CSR-Studios;;
2416;Raylight Games;380;
2417;Tapwave;;
2418;Renovation Products;;
2419;Advanced Microcomputer Systems;;
2420;Panasonic;;
2421;Nokia;246;-1767225600
2422;Hertz;;
2423;SoMoGa;;
2424;Arena Entertainment;826;725760000
2425;Beep Industries;840;
2426;Coleco;;
2427;Lass;;
2428;5pb.;392;1112745600
2429;Swordfish Studios;826;1041292800
2430;Golden Oak Studios;;
2431;Big Ant Studios;36;
2432;Surge;;
2433;CAVE Interactive CO;;
2434;Kogado Studio;;
2435;Frontier Groove;;
2436;Examu;;
2437;Zen United;;
2438;CyberConnect2 Co., Ltd.;392;1000598400
2439;NaturalMotion;;
2440;2XL Games;840;
2441;Realta Entertainment Group;;
2442;Targem Games;643;
2443;Zuxxez Entertainment;276;978220800
2444;Eidos Hungary;348;1037750400
2445;Totem Arts;;
2446;31X;;
2447;Origin8;826;
2448;Positech Games;826;883526400
2449;Stoic;840;1356912000
2450;Versus Evil;840;1383177600
2451;Monte Cristo;250;
2452;Big Fish Studios;840;1041292800
2453;Sensible Software;;
2455;NA.P.S. Team;;
2456;React! Games;840;
2457;Red Marble Games;;
2458;Team Andromeda;;
2459;Pinkerton Road Studio;840;1356912000
2460;Phoenix Online Studios;840;1041292800
2461;RailSimulator.com Ltd;;
2462;Messhof;840;1388448000
2463;Secret Exit;246;
2464;Big Finish Games;840;
2465;DUPLICATERondomedia;;
2466;Ignited Minds, LLC;;
2467;Key Game;;
2468;FIX Korea;;
2469;FIX Games;;
2470;RuneStorm;;
2472;Kixeye;36;
2473;Pathea Games;840;1293753600
2474;The Fun Pimps Entertainment LLC;;
2475;InnoGames;276;
2476;Thomas Bowker;;
2478;Surprise Attack Games;36;1374019200
2479;SeeThrough Studios;;
2481;Sandlot;;
2482;Lesta Studio;643;
2483;Supercell;246;1293753600
2484;thinkArts;;
2485;Quadro Delta;;
2486;Vitali Kirpu;;
2487;Alexander Poysky;;
2488;Atlus USA;840;694137600
2489;Final Boss Entertainment;;
2490;Kunos Simulazioni;;
2491;Kunos Simulazioni;;
2492;2K Australia;36;978220800
2493;1C/Cenega;;
2494;Number None, Inc.;;
2495;Spiky Caterpillar;;
2496;BlueLine Game Studios;;
2497;Wolfire Games;840;1072828800
2498;Fusty Game;;
2499;Hi-Rez Studios;840;
2500;Tencent Holding Ltd.;;
2501;Overhaul Games;;
2502;Cardboard Computer;;
2503;Lego Software;;
2504;Dutch Game Garden;;
2505;Game Maker;;
2506;Village1 Entertainment;;
2507;Conspiracy Games;;
2508;Rebel Act Studios;;
2509;BetaDwarf;208;
2510;Pippin Bar;;
2511;Duplicated company;;
2512;Midnight City;840;
2513;White Paper Games;826;
2514;Limbic Entertainment;276;1032393600
2515;International Games System;;
2516;SPS;;
2517;Amusement Marketing International;;
2518;The Astronauts;616;
2519;Sears;;
2520;APh Technological Consulting;;
2521;Mattel Electronics;;
2522;Imagic;;
2523;Exidy;;
2524;INTV Corporation;;
2525;Universal Games;;
2526;Studio 3DO;;
2527;indieszero Co., Ltd.;392;861580800
2528;Centuri;;
2529;Don Daglow;;
2530;Entex;;
2531;Dinamic Software;;
2532;GlyphX Games;;
2533;Mobile21;;
2534;Zono Inc.;;
2535;Black Bean Games;;
2536;Midway Studios Austin;;
2537;Lost Toys;;
2538;BottleRocket Entertainment;;
2539;ASK;;
2540;Hide;;
2541;Beautiful Game Studios;826;1072828800
2542;Image & Form;752;883526400
2543;I-Imagine;710;
2544;Touchdown Entertainment;;
2545;GFI Russia;643;
2546;Shiver Games;246;1267401600
2547;Mindware Studios;;
2548;DreamCatcher Games;;
2549;Runesoft;276;
2550;BattleBorne Entertainment;;
2551;Bergsala Lightweight;;
2552;369 Interactive;;
2553;EPCConnect;;
2555;Idol FX;752;946598400
2556;Ratbag Games;;
2557;Superscape;;
2558;EA Chicago;;
2559;Capcom Production Studio 8;;
2560;Memetic Games;;
2561;Digital Tribe;;
2562;1C: Maddox Games;;
2563;1C-777;;
2564;Confounding Factor;;
2565;Acclaim Studios Manchester;;
2566;LJN;840;31449600
2567;Top Heavy Studios;;
2568;Amuze;752;820454400
2569;Climax Racing;826;1104451200
2570;Indianapolis 500;;
2571;Major A;;
2572;Juice Games;;
2573;Psyclapse;;
2574;Dream Publishing;;
2575;Blueside;;
2576;Phantagram;;
2577;Eolith;;
2578;Playmore;392;996624000
2579;Hip Interactive;;
2580;Facepalm Games;246;1304467200
2581;Mediatonic;826;1125532800
2582;SNK Playmore;392;
2583;Just Add Monsters;;
2584;Midway Studios Newcastle;;
2585;Groove Games;;
2586;Brainbox Games;;
2587;Panther Software;;
2588;Powerhead Games;;
2589;Blazing Griffin Ltd.;826;
2590;Eggtooth;;
2591;Homegrown Games;;
2592;Mega Enterprise;;
2593;BrezzaSoft;;
2594;In-Fusio;;
2596;Mortal Kombat Team;;
2597;Rockpool Games;;
2598;Mondo Media;;
2599;Media Blasters;;
2600;VR1 Entertainment;;
2601;Recoil Games;246;1162771200
2602;Gamespy Industries Inc.;;
2603;Free Lives Games;710;1333238400
2604;Surefire LLC;;
2605;GemTech;;
2607;Wide Games;;
2608;Curly Monsters;;
2609;Artech Studios;;
2610;Tranji Studios;;
2611;AIA Games;;
2612;Volatile Games;;
2613;Gizmondo Games;;
2614;Arcen Games;840;1262217600
2615;BBC Multimedia;;
2616;Indy Games;;
2617;Yuki Enterprise;;
2618;Philos Laboratories;;
2619;Tactile Entertainment;208;1366761600
2620;Looking Glass Technologies;840;
2621;Intermetrics Entertainment Software;840;
2622;EA Technologies;;
2623;EA Shanghai;;
2624;The Capture Lab;;
2625;Albion;;
2626;Around The Word;;
2627;Levsha;;
2628;Synthesis;;
2629;TranslaCat;;
2630;Mayflower Co. Ltd.;;
2631;Dune Sound;;
2632;Jinglebell Communication;;
2633;Maximal Studio;;
2634;Pythagor Studios (Moscow);;
2635;Quoted;;
2636;Rain Productions;;
2637;Rec Games Sonido;;
2638;START International Polska;;
2639;Edward B Marks Music Publishing;;
2640;Sony Music;;
2641;Extreme Music;;
2642;Lost Boys Music (BMI)/Carlin America;;
2643;Game Services Group;;
2644;Imagination Studios;;
2645;Important Looking Pirates;;
2646;Red Pipe Sound Design;;
2647;Svenska Stuntgruppen;;
2648;Visual Art's;392;669945600
2649;Virtuos Holdings ltd;;
2650;112F Studios;;
2651;BeeSharp;;
2652;Just Cause Entertainment;;
2653;Nutmeg Post;;
2654;Popsound;;
2655;SIDE UK Ltd;;
2656;The Sound Company;;
2657;MUSA;;
2658;The Recordist;;
2659;Tonstrum;;
2660;BOOM Library;;
2661;Teenage Engineering;;
2662;Hiss and a Roar;;
2663;New Sound Lab;;
2664;Pole Position Productions;;
2665;Sounddogs;;
2666;Rabbit Ears Audio;;
2667;Garden Aquatica;;
2668;Hank and Jed Movie Pictures;;
2669;Machinima;840;946684800
2670;HexaDrive;392;1199059200
2671;Cenega Publishing;203;1017619200
2672;Black Element Software;;
2673;Mediaquest;;
2674;Nintendo SPD Group No. 1;392;1064880000
2675;Nex Entertainment;392;717638400
2676;Media.Vision;;
2677;MicroLeague;;
2678;Data East;392;198806400
2679;ProSoft;;
2680;Track Nine;;
2681;Sound Space;;
2682;Space Budgie;;
2683;Square Enix Montreal (dupe);;
2684;Endlessfluff Games;840;1291852800
2686;Midway Chicago;;
2687;Tiger Hill Entertainment;;
2688;Tribute Games;124;
2689;Myelin Media;;
2690;5000ft;;
2691;Gameness Art;;
2692;Starsphere Interactive;;
2693;Nude Maker;392;
2694;Kiloo;;
2695;SYBO Games;208;
2696;Shadow Planet Productions;;
2697;Fuelcell Games;;
2698;Gagne International;;
2700;Ironward;191;
2701;Simogo;752;
2702;Cyclone Zero;;
2703;Gameco Studios;250;1072828800
2704;Blue 52;;
2705;Circus Freak;;
2706;Xplosiv;;
2707;Hacienda Post;;
2708;Sabre Music;;
2709;Beeline Group;;
2710;Nickelodeon;;
2711;Studio Gigante;;
2712;Taniko;;
2713;Computer Artworks;;
2714;ToeJam & Earl Productions;;
2715;Tiwak SAS;;
2716;SCi Entertainment;;
2717;Deadline Games;208;851990400
2718;Blue Shift Inc;;
2719;Exile Entertainment;;
2720;Touchstone Games;;
2721;Propaganda Games;124;1135987200
2722;Megatube;;
2723;Streum On Studio;250;1184544000
2724;Silver Wish Games;;
2725;Circle Studio;;
2726;Coresoft;;
2727;Direct Action Games;;
2728;Gaijin Games;840;1230681600
2729;Frozenbyte;246;1009756800
2730;Anchor Inc;;
2731;Zombie Cow Studios;;
2733;Monkeystone Games;;
2734;Digital Red;;
2735;IOMO;;
2736;Adhesive Games;;
2737;Meteor Entertainment;;
2738;Aleksey Abramenko;;
2739;Final Form Games;840;1246492800
2740;Brandon Brizzi;;
2741;Extend Studio;;
2742;ORiGO GAMES;;
2743;Ideaworks Game Studio;;
2746;Pearl Abyss;410;1283299200
2747;DAUM Communications;;
2748;GameOn;392;1017705600
2749;Fluid Studios;;
2750;Paragon 5;;
2751;Nihon Falcom;392;352252800
2752;ScriptArts;;
2753;Sega Development Division #3;;
2754;Gamezlab;;
2755;Hokus-Pokus;;
2756;Sony Pictures Television;;
2757;Sony Pictures Consumer Products;;
2758;Tezuka Productions;;
2759;Telegames;840;504921600
2760;fabtek;;
2761;Ironhide Game Studio;858;1293753600
2762;Cave+Barn Studios;;
2763;Wadjet Eye Games;840;1167523200
2764;xii games;;
2765;Almost Human Ltd.;246;1309478400
2766;Tomorrow Corporation;;1262217600
2767;Leguna;;
2768;Metro Corporation;;
2769;Bay 12 Games;;
2770;Tarn Adams;;
2771;Jay Watts;36;
2772;Murudai;;
2773;KSS;;
2774;G3 Interactive;;
2775;Handheld Games;;
2776;Iceberg Interactive;528;1262217600
2777;Xdev;;
2778;Yoyo Entertainment;;
2779;GameLab;;
2780;Klein Computer Entertainment;;
2781;Million;;
2782;S-NEO;;
2783;Enix America Corporation;840;662601600
2784;Cineast dub;;
2785;The Story Lab;;
2786;Doctor Entertainment;752;
2787;EC-Interactive Ltd.;;
2788;GTL Media;;
2789;Weapons Specialists Ltd;;
2790;Donna Deseta Casting;;
2791;Telsey + Company;;
2792;Rockstar NYC;840;
2793;Sobee;;
2794;Franchise Interactive;;
2795;Sanyo;;
2796;GoldStar;;
2797;Monochrome LLC;;
2798;Konami Software Shanghai;;
2799;InterActive Vision;;
2800;Lucky Jump Games;;
2801;Frame Studios;;
2802;Denki;826;
2803;Sirius Games;;
2804;Amazing Studio;;
2805;Pukka Games;;
2806;ITE Media;;
2807;Shin'en;276;946598400
2808;XL Games;410;1049155200
2809;NCS Corporation;392;346550400
2810;Bits Laboratory;;
2811;South Winds Games;;
2812;Amazon Digital Services, Inc;;
2813;Game Titan;;
2814;Human Soft;;
2815;Orbital Media;;
2816;Syrox Developments;;
2817;Konami Computer Entertainment Hawaii;;
2818;Deirdra Kiai Productions;;
2819;Deirdra Kiai Productions;;
2820;KCEK;;
2821;Eighting;392;
2822;Graffiti Entertainment;840;
2823;Sabarasa;;
2824;Radius9;;
2825;Tomy Corporation;;
2826;Adeline Software International;250;728524800
2827;Flying Tiger Developments;;
2828;Apex Designs;;
2829;ZOOM Inc.;;
2830;Mitchell Corporation;;
2831;Hijinx Studios;840;1230681600
2832;On5;;
2833;Planetwide Media;;
2834;GamaSoft;;
2835;Ninai Games;;
2836;Codo Technologies;;
2837;D4 Enterprise;;
2838;D4 Enterprise;;
2839;Naxat Soft;;
2841;D4 Enterprise, Inc;;
2842;slang;484;
2843;Konami Co., Ltd;392;675734400
2844;Ludia, Inc;124;
2845;Mistic Software Inc;;
2846;Mad Doc Software;840;946598400
2847;TechFront Studios;;
2848;eGames, Inc;;
2849;Frozen Codebase, LLC;;
2850;Nintendo of America;840;315532800
2851;Infinite Monkeys Entertainment Ltd.;;
2852;Ripstone;;
2853;Nintedo NSD;;
2854;Monkey Gods;;
2855;Snood World;;
2856;David M. Dobson;;
2857;Dreamhive;;
2858;Kitty Group;;
2859;Flight-Plan;;
2860;Milion Co.;;
2861;Realism;;
2862;Square Enix Product Development Division 8;;
2863;Tantamount Prod.;;
2864;Creative Labs;;
2865;Intel Corporation;;
2866;DirectX;;
2867;Adrenalin Entertainment;;
2868;Tigeon Studios;;
2869;Cosmigo;;
2870;Player X;;
2871;Oasis;;
2872;eurocom development;;
2873;sevenOne intermedia;;
2875;dk games;;
2876;Gogii Games;124;1167523200
2877;21 rocks;;
2878;Konami Industry;392;-24710400
2880;Inferno Games;;
2881;Konami Europe;;
2883;Screaming Games;;
2884;Gears for Breakfast;208;1377993600
2885;Ciel;;
2886;Pionesoft;;
2887;GIGA Team Baldrhead;;
2888;Psikyo;;
2889;Mattel;;
2890;Bimboosoft;392;
2891;MASA Group;;
2892;Sega Rosso;392;956275200
2893;Sniper Studios;;
2894;3D2 Entertainment;;
2895;Supercrit LLC;;
2896;Oriental Software;;
2897;C. P. Brain;;
2898;Crowbar Collective;;
2899;Tripmine Studios;;
2900;Nevrax;;
2901;Winch Gate;;
2902;Gaslamp Games;124;
2903;Poppermost Productions;752;
2904;Bones;;
2905;Winkysoft;;
2906;William Higinbotham;;
2907;DreamRift;;
2908;Blossomsoft;;
2909;FuRyu;392;1175385600
2910;1-UP Studio;392;962323200
2911;Asobism;;
2912;Alpha Unit Corporation;392;805075200
2913;Untold Games;826;
2914;Grip Games;;
2915;FlukeDuke;;
2916;Breakfall;124;
2917;Jumpbutton Studio;840;1345507200
2918;Tehkan;;
2919;Indie Opportunity;840;1395792000
2920;BadLand Games UK Ltd;826;1435708800
2921;Ubisoft Kiev;804;
2922;Crypton Future Media;;
2923;Toybox Inc.;;1312934400
2924;Technosoft;392;386467200
2925;Seibu Kaihatsu;;
2926;Three Rings Inc.;392;1287446400
2927;Dreamatrix Game Studios;;
2928;Xeen;;
2929;Kadokawa Shoten;392;1049155200
2930;Crytek Black Sea;100;1215993600
2931;Candle Light Studios;;
2932;Ghostlight Ltd.;826;1104451200
2933;Q-Games;392;997315200
2934;Vitei;;
2935;Nintendo SPD;392;1064880000
2936;AI;;
2937;3 Sprockets;;
2938;GMG Play;;
2939;Ideas Pad;;
2940;BeeWorks;;
2941;Games Farm;703;
2942;Yakuza Team;;
2943;Devil's Details;;
2944;Nerjyzed Entertainment;;
2945;Codemasters Guildford;826;1199059200
2946;Nitroplus;392;959817600
2947;Alchemic Productions;840;
2948;HAMSTER - duplicate;;
2949;Masterpiece;;
2950;Synetic;;
2951;Jamsworks;;
2952;Kylotonn Games;250;1041292800
2953;Blue Omega Entertainment;;
2954;Phantom EFX;840;
2955;8monkey Labs;;
2956;Greenwave Games;;
2957;Liquid Dragon Studios;;
2958;Cave;392;
2959;Def Jam;;
2960;DReAM X CReATe;;
2961;Sound ams;;
2962;Overmax Studios;;
2963;Object Software Limited;;
2964;Fuzzyeyes;;
2965;UTV Ignition Entertainment;;
2966;Ignition Tokyo;;
2967;Koei Canada;;
2968;Kaos Studios;840;1167523200
2969;nFusion Interactive;;
2970;DiP Interactive;;
2971;SME Dynamic Systems;;
2972;Metropolis Software;616;725760000
2973;Reality Pump;616;820368000
2974;Maximum Family Games;;
2975;Trickstar Games;;
2976;Autumn Games;840;1199059200
2977;Isopod Labs;840;
2978;Phenomic Game Development;276;852076800
2979;Inky Mind UK;;
2980;Playstos Entertainment;380;
2981;Mind over Matter Studios;;
2982;Casual Brothers;826;
2983;Nomad Games;826;
2984;Sega Studios Australia;36;1041292800
2985;Immersion Software & Graphics;;
2986;Softmax;;
2987;Guilti;;
2988;Rombax Games;;
2989;Dream Execution Technology;;
2990;Immersion Games;;
2991;Artificial Studios;;
2992;Buka Entertainment;643;
2993;Monumental Games;;
2994;THREAKS;276;1301270400
2995;Namco Bandai America;;
2996;Renderware;;
2997;Alchemist;;
2998;O-Games;;
2999;Redoubt;;
3000;7Sixty;;
3001;Delta Factory;;
3002;R.U.N.;;
3003;Digiturbo;;
3004;PrincessSoft;;
3005;Hirameki;;
3006;Gaming Minds Studios;276;1262217600
3007;Seven45 Studios;;
3008;Channel 42 Software Developer;;
3009;Studio Fizbin;276;
3010;Headup Games;276;
3011;Hit Box Team;;
3012;Software Refinery;;
3013;Front Street Publishing;;
3014;MOSS Co., Ltd.;392;730944000
3015;Atomic Motion;;
3016;Laughing Jackal;;
3017;Akabeisoft2;;
3018;Palace Game;;
3019;Triangle Service;;
3020;JAST USA;;
3021;BongFish;40;1199059200
3022;Kung Fu Factory;840;
3023;Virtual Programming;826;978220800
3024;Snowcastle Games;578;1230768000
3025;Creative Intelligence Arts, Inc.;392;1279670400
3026;Sleeping Beast Games;124;
3027;Transhuman Design;616;1314835200
3029;BattleCry Studios;840;1356912000
3030;Gone North Games;752;1388448000
3031;Key;392;900979200
3032;Prototype;392;1143417600
3033;GameStar;;
3034;Yuke's Osaka - duplicate;;
3035;Replay Studios;;
3036;ML Enterprises;;
3037;Maximum Games;840;1262217600
3038;Aicom;;
3039;Indietopia Games;;
3040;Colorful Media;;
3041;Emagica;;
3042;Concave Studio;;
3043;Rhino Studios;;
3044;UserJoy Entertainment;;
3045;Aquaplus;;
3046;Gust;392;749433600
3047;NIS Europe;;
3048;Relentless Software;826;
3049;Triangle Studios;528;1167523200
3050;Vagabond Dog;;
3051;Clap Hanz;392;
3052;Mighty Rocket Studios;;
3053;SCE Studio Liverpool;826;1009756800
3054;Velocity;;
3055;Felistella;;
3056;Ino-Co;643;
3058;Oovee Game Studios;826;
3059;Oovee Game Studios;;
3060;Better Reality;;
3061;Square USA, Inc;;
3062;Zipper Interactive;840;801964800
3063;Millennium Kitchen;;
3064;Minority;;
3065;SuperBot Entertainment;;
3066;Valhalla Game Studios;392;
3067;Unity Technologies;840;1104451200
3068;Beast Games;;
3069;Pixelopus;840;1419984000
3070;Big Sandwich Games;124;1149638400
3071;Spaces of Play;276;
3072;Grey Box;;
3073;Bit Blot;;1199059200
3074;Spiderweb Software;840;788832000
3075;Broken Windows Studio;;
3076;Passtech Games;250;1356912000
3077;EKO Software;250;
3078;En Masse Entertainment;;
3079;Yingpei Games;156;
3080;Dee Games;;
3081;Exact Co., Ltd.;;
3082;Ultra Co., Ltd.;;
3083;Reto-Moto;208;883526400
3084;Chaotic Moon;;
3085;Xaviant;840;1199059200
3086;Xaviant Games;;
3087;Yacht Club Games;840;
3088;Blue Machine Interactive;;
3090;LightBox Interactive;;
3091;Scarab Entertainment;840;1356912000
3092;Crispy's;;
3093;Walla Group;;
3094;Leaf;;
3095;Crocodile Entertainment;;
3096;Triotech Amusement;124;
3097;KOG studios;;
3098;Gamania;;
3099;SG Interactive;;
3100;Megaxus;;
3101;Kill3rCombo;;
3102;Axeso5;;
3103;Gamania;;
3104;Four Bars Entertainment;;
3105;EFX;;
3106;Weddington;;
3107;Hollywood Recording Services;;
3108;Endnight Games Ltd;;
3109;Tilted Mill Entertainment;;
3110;Marc Graue Studio;;
3111;OpenBook Co.;;
3112;Sakari Indie;;
3113;Wildfire Games;;1041292800
3114;GameHouse;840;915062400
3115;Bluehole Studio;410;1199059200
3116;Funatics Development;276;915062400
3117;Massive Development;276;
3118;MumboJumbo;;
3119;cdp.pl;616;788832000
3120;Game House;;
3121;1C-SoftClub;643;788832000
3122;Deconstructeam;724;1331596800
3123;WHA Entertainment;;
3124;FCI;;
3125;Stellar Stone;;
3126;UPL;;
3127;First Row Software Publishing Inc.;;
3129;Blindlight LLC;;
3130;Zenimax Europe;;
3131;Zenimax Asia;;
3132;GMT;;
3133;ThinkAMDS;;
3134;Hi-Fi Genie Productions;;
3135;M&S Music;;
3136;Local Transit;;
3137;Pink Noise;;
3139;Kramer And Olsen;;
3140;Brandracket, LLC;;
3141;APM Music;;
3142;Plastic Wax;;
3143;Barbara Harris Loop-Group Casting;;
3144;Warner Brothers Hollywood;;
3145;Panic Art Studios;246;
3146;KnowWare;;
3147;PlayWay SA - duplicate;;
3148;RedDotGames;;
3149;Epoch Games;;
3150;New World Interactive;;
3151;Magnavox;840;-1641081600
3152;10tons Ltd.;246;1072828800
3153;Blockland LLC;;
3154;Elemental Games;643;
3155;Excalibur Publishing;826;
3156;Cinemaware Marquee;;
3157;SNK Games;;
3158;Knuckle Cracker;;
3159;Omni Systems;;
3160;Omni Systems Limited;;
3161;Merit Studios;;
3162;Night Dive Studios;840;1356912000
3163;DigiFX Interactive;;
3164;T1 New Media;;
3165;Novell;;
3167;Eastborder Management Inc.;;
3168;Finnvox Studios;;
3169;GodGames;;
3170;Hybrid;;
3171;PRO-AV;;
3172;Plenware;;
3173;MadOnion.com;;
3174;AMD;;
3175;Bitboys;;
3176;Creative;;
3177;Imagination Technologies;;
3178;Intel;;
3179;VIA/S3;;
3180;ST Microelectronics;;
3181;ELSA;;
3182;Matrox;;
3183;TSI;;
3184;Le Corbusier;;
3185;Alvar Aalto;;
3186;Parturi-Kampaamo Kluuvi;;
3187;id Software Inc.;;
3188;Wormwood Studios;;1293753600
3189;A Sharp, LLC;;
3190;neo Software;40;726105600
3191;Rain Games;578;
3192;Krillbite Studio;578;
3193;Maelstrom Games Ltd;;
3194;Hybrid Graphics;;
3195;Track Nine Studios;;
3196;Howard Schwartz Recording;;
3197;Futuremark;;
3198;Poickeus Design Studio;;
3199;LowPolygon3D;;
3200;Soundkids;;
3201;Dolby;;
3202;Acelaw;;
3203;Codemafia;;
3204;Hybrid Graphics Ltd.;;
3205;Splashlight Studios;;
3206;Sun Studios;;
3207;Red Thread Games;578;
3208;Maxis Salt Lake;;
3209;Pendulo Studios;;
3211;Pinkerton Road;;
3212;Gremlin Graphics Software Ltd.;;
3213;Spearhead Games;124;
3214;Optik Software;;
3215;Magnetic Fields (Software Design) Ltd.;;
3218;SLK Technologies;;
3219;Absolute Pitch Studios;;
3220;Numerical Design Limited;;
3221;Plastic Piranha;;
3222;.GEARS Studios;;
3223;New Star Games Ltd;;
3224;Sailbot Studios;;
3225;CreativeForge Games;616;
3226;Armature Studio;840;1207008000
3227;Zoo Corporation;;
3228;Visual Flight;;
3229;Lakshya Digital;;
3230;ARECT;;
3231;Mix;;
3232;NEURON AGE;;
3233;Premium Agency;;
3234;Teco Co;;
3235;XYZ Digital Studio;;
3236;Shirogumi;;
3237;DIGITAL Hearts;;
3238;Pole To Win Co;;
3239;ANIMAROID;;
3240;IMAGICA Corp.;;
3241;Just Cause Productions;;
3242;Visual Flight Co.;;
3243;Ogura Atelier;;
3244;Clock Dance;;
3245;Frognation;;
3246;Blur Studio;;
3247;Namco Bandai Europe;;
3248;Keywords Studios;;
3249;Synthesis Milano;;
3250;Synthesis Iberia Madrid;;
3251;TAKE OFF;;
3252;Colicoba;;
3253;Namco Bandai Games Asia;;
3254;Agua MassMedia;;
3255;Mouse-Power;276;946598400
3256;Krauthansen Musik & Tonproduktion;;
3257;Ubisoft K.K.;;
3258;Smartech;;
3259;AC Create;;
3260;Ubisoft Korea;;
3261;Enzyme Testing Labs;;
3262;Ubisoft North America;;
3263;Ubisoft EMEA;;
3264;Airwavessound;;
3265;Sound Hound Studios;;
3266;Virtuos China Art Team;;
3267;Noble House Kenjutsu;;
3269;Screen Music Studios;;
3270;LEC-RPM;;
3271;Orion Revolution Curiel;;
3272;Eidos Shanghai;156;1230681600
3273;MineLoader;;
3274;Visual Works;;
3275;Big Solutions;;
3276;Frame Machine;;
3277;Technicolor;;
3278;Giant Studios, Inc.;;
3279;Image Metrics Ltd.;;
3280;Faceware Technologies Ltd;;
3281;IMPD Productions, Inc.;;
3282;Incessant Rain Studios, Inc.;;
3283;Alive Interactive Media, Inc.;;
3284;Mineloader Software Co., Ltd.;;
3285;Liquid Development, LLC;840;978220800
3286;3D-Eyetronics, Inc.;;
3287;Technicolor India Pvt. Ltd;;
3288;Maria Fumaça Productions;;
3289;Mix Nova Studio Sao Paulo;;
3290;HEALTH;;
3291;Animazoo;;
3292;Centrum Zdrowia Dziecka;;
3293;Outsource Media UK;;
3294;3D Brigade Hungary Kft.;;
3295;Bravo Interactive;;
3296;Aerohills;;
3297;Animazoo Europe;;
3298;Detalion Art;;
3299;FreeMind;616;
3300;Platige Image;;
3301;Atari Europe;;
3302;Atari USA;;
3303;Atari Asia Pacific;;
3304;Access PR;;
3305;Audiokinetic;;
3306;Avatar Studios;;
3307;Autodesk;;
3308;Blind Squirrel Games;840;
3309;Brady Games;;
3310;The Bunker Studios;;
3311;Chatter Inc;;
3312;Dark Horse;;
3313;Digital Surgeons;;
3314;DSonic;;
3315;Excello Recording;;
3316;G-Net;;
3317;KD&E;;
3318;Mix One Studios;;
3319;NECA;;
3320;Nvidia Developer Support Team;;
3321;Petrol Advertising;;
3322;RAD Game Tools;;
3323;Renegade PR;;
3324;Robotic Arm Software;;
3325;Scaleform Corporation;;
3326;Sitelines;;
3327;Sound Emporium;;
3328;Treehouse;;
3329;TriOviz;;
3330;Trailerpark;;
3331;Streamline Studios;;
3332;Exis, LLC;;
3333;Synthesis International;;
3334;Synthesis Iberia;;
3335;Coda Entertainment GmbH;276;
3336;Liquid Violet;;
3337;2K Asia;;
3338;Take-Two Sales Team;;
3339;Take-Two Digital Sales Team;;
3340;Take-Two Channel Maketing Team;;
3341;2K IS Team;;
3342;Take-Two Legal Team;;
3343;Trustwave's SpiderLabs;;
3344;Technicolor Game Sound Services;;
3345;Panda Game Manufacturing;;
3346;Idea Planet;;
3347;Citius;;
3348;Trailer Park;;
3349;Patch Together;;
3350;Opus Artz;;
3351;Glitch;;
3352;Plaid Hat Games;;
3353;Cook + Becker;;
3354;Dynamedion;;
3355;CSS Studios - Soundelux Design Music Group;;
3356;CSS Studios - Todd-AO West;;
3357;Ringtail Studios;;
3358;Captivemotion;;
3359;David Wilson Audio;;
3360;Modulation Inc.;;
3361;Bruno Rosato Casting;;
3362;Capitol Studios;;
3363;American Federation of Musicians, Local 47;;
3364;The Analogue Lab;;
3365;Playman;;
3366;U-TRAX M.M.L.;;
3367;Tonstudio Krauthausen in Kooperation mit Das Hörspielstudio;;
3368;Gamekeeper;;
3369;Artefacts Studio;250;
3370;China West Coast (CWC);;
3371;Digic Studios;;
3372;Slide Ltd.;;
3373;DBC Sound Inc;;
3374;Animatrik Film Design;;
3375;House of Moves;;
3376;Lewitt & Associates;;
3377;Lemon Sky Games;;
3378;AMC Pixel Factory;642;978220800
3379;Bon Art Studio JSC;;
3380;Exigent 3D;356;1152576000
3381;Soundwave Concepts;;
3382;M.A.S. Dyno Services;;
3383;Game On Audio;;
3384;No. 9 Cycles;;
3385;Welderup;;
3386;National Orange Show Event Center;;
3387;CMS Productions;;
3388;Entertainment Partners;;
3389;Rukkus House;;
3390;Soulhammer Pictures Inc;;
3391;Finger Food Studios;124;
3392;Binari Sonori S.r.l.;;
3393;Capcom USA;;
3394;Capcom Europe;;
3395;DynaComware;;
3396;UNIKOTECH Co. Ltd.;;
3397;Monotype;;
3398;Blackpowder Games;;
3399;AriTunes;;
3400;Access Softek;;
3401;Moebius Solutions;;
3402;Megamedia;;
3403;Xbox Engineering Support Team;;
3404;Sony Computer Entertainment Developer Support;;
3405;Natural Motion;840;1009756800
3406;KR3TS;;
3407;Image Metrics;;
3408;Dance Manhattan;;
3409;Iron Way Films;;
3410;Groove Addicts;;
3411;Eyetronics;;
3412;Drive-In Studios;;
3413;Shoot Digital;;
3414;Busquelo Productions, LLC;;
3415;Laura B.;;
3416;Tuff Gong Records;;
3417;Timbaland;;
3418;Monique;;
3419;Rockers NYC;;
3420;Supreme;;
3421;Odin;;
3422;Union;;
3423;Barneys New York;;
3424;Blue in Green;;
3425;Colossal Media;;
3426;Creative Costumes;;
3427;La Hacienda Creative;;
3428;Papercraft;;
3429;Corina & Co;;
3430;inensu;;
