id;name;aggregated_rating;first_release_date
42863;Fate/unlimited codes Portable;;1254528000
42864;Tales of Phantasia: Narikiri Dungeon X;;1283644800
42865;Dungeon Explorer: Warriors of Ancient Arts;;1205539200
42866;Taiko no Tatsujin DX;;1310601600
42867;Football Manager Handheld 2013;;1355356800
42871;Kentoushi Gladiator Begins;;1266105600
42872;Kisou Ryouhei Gunhound EX;;1362268800
42873;Field Commander;;1151020800
42874;Guilty Gear: Judgement;;1160006400
42875;Project Cerberus;;1285459200
42876;Street Fighter Alpha 3 MAX;;1141689600
42878;Kingdom of Paradise;;1134604800
42879;Luxor Pharaoh's Challenge;;1200614400
42880;Fading Shadows;;1221782400
42881;Super Collapse 3;;1192665600
42882;Gungnir;;1305763200
42883;Hakuoki: Demon of the Fleeting Blossom;;1329264000
42884;Hexyz Force;;1278028800
42886;Dynasty Warriors Vol. 2;;1164326400
42887;Harvest Moon: Hero of Leaf Valley;;1237420800
42888;Petz Dogz Family;;1259280000
42889;Harvest Moon: Boy & Girl;;1188518400
42890;Monster Kingdom: Jewel Summoner;;1174262400
42891;Steambot Chronicles: Battle Tournament;;1248912000
42892;DJ Max Fever;;1235692800
42894;Baboon!;;1422403200
42895;Stardew Valley: Collector's Edition;95.0;1494460800
42901;Watch Dogs 2: Gold Edition;;1479168000
42904;Onechanbara Z2: Chaos - Banana Split Limited Edition;;1440028800
42909;The Order: 1886 - Premium Edition;;1424390400
42911;Assassin's Creed IV: Black Flag - Limited Edition;;1384819200
42914;Danganronpa 1-2 Reload;;1492128000
42915;Hitman: The Complete First Season Steelbook Edition;;1488499200
42916;Rise of the Tomb Raider: 20 Year Celebration Collector's Edition;;1478822400
42917;Watch_Dogs: Gold Edition;;1401148800
42918;Dirt Rally PS VR;;1489881600
42919;Aqua Kitty DX;;1416787200
42920;Horizon Zero Dawn Collector's Edition;;1490659200
42921;Tom Clancy's Rainbow Six: Siege - Gold Edition;;1448928000
42922;The Witch and the Hundred Knight: Revival Edition - Limited Edition;;1459468800
42923;Tales Of Berseria: Collector's Edition;;1487808000
42924;NERO: Nothing Ever Remains Obscure - duplicate;;1468972800
42925;Just In Time Incorporated;;1501113600
42926;Helldivers: Super Earth Ultimate Edition;;1442534400
42927;Worms WMD All-Stars;;1474502400
42929;Batman: Arkham Knight Game of the Year Edition;;1473033600
42930;Lara Croft and the Temple of Osiris: Gold Edition;;1483920000
42932;Monster Jam: Crush It!;;1477353600
42933;Overcooked: Gourmet Edition;;1479081600
42934;Dragon Ball Xenoverse 2 Collector's Edition;;1479945600
42935;Wolfenstein The New Order - Occupied Edition;;1403222400
42936;Tom Clancy's: The Division Collector's Edition;;1460073600
42937;République - Contraband Edition;;1459641600
42939;Risen 3: Titan Lords - Enhanced Edition;;1440115200
42940;Infamous: Second Son Limited Edition;;1397952000
42941;Dark Souls III: Collector's Edition;;1460332800
42942;The Pinball Arcade;;1341964800
42943;Far Cry 4: Limited Edition;;1416268800
42944;Tales of Zestiria Collectors Edition;;1447891200
42945;Metal Gear Solid V: The Phantom Pain Collector's Edition;;1443571200
42946;Until Dawn - Steelbook Edition;;1440460800
42947;Until Dawn: Extended Edition;;1443139200
42948;Call of Duty: Black Ops III - Juggernog Edition;;1449273600
42949;Tower of Guns Steelbook Limited Edition;;1430870400
42950;Grand Ages: Medieval Limited Special Edition;;1447286400
42951;Watch Dogs: Complete Edition;;1438473600
42952;Naruto Shippuden: Ultimate Ninja Storm 4 Collector's Edition;;1457395200
42953;Dirt Rally Legend Edition;;1462406400
42954;WRC 5 Esports Edition;;1447286400
42955;Far Cry 4: Complete Edition;;1448928000
42956;Star Ocean: Integrity and Faithlessness Limited Edition;;1469577600
42957;Valkyria Chronicles Remastered - Europa Edition;;1466035200
42958;Odin Sphere Leifthrasir - Storybook Edition;;1467849600
42969;Watch_Dogs - Vigilante_Edition;;1401148800
42971;Tom Clancy's Splinter Cell: Blacklist - Ultimatum Edition;;1388448000
42973;Le Tour de France 2013 - 100th Edition;;1372377600
42977;Tales of Zestiria Collector's Edition;;1447545600
42978;Thexder: Neo;;1235779200
42980;The X-Factor;;1321228800
42981;Metal Gear Solid: HD Collection Limited Edition;;1323302400
42982;Dark Souls - Limited Edition;;1320364800
42983;Assassin's Creed III: Washington Edition;;1354233600
42984;WSC Real 09: World Championship Snooker - duplicate;;1238630400
42985;Kingdom Hearts HD 2.5 ReMIX Collector's Edition;;1420156800
42986;Killer is Dead Collector's Edition;;1380153600
42987;Hyperdimension Neptunia Collector's Edition;;1268524800
42988;Dark Souls II: Collector's Edition;;1397174400
42989;Kingdom Hearts 1.5: Limited Edition;;1381276800
42990;Agarest: Generations of War Zero - Collector's Edition;;1310601600
42991;Agarest: Generations of War 2 - Collector's Edition;;1349049600
42992;Metro: Last Light - Complete Edition;;1371168000
42994;Medal of Honor: Frontline HD;;1316217600
42995;Medal of Honor Limited Edition;;1289520000
42996;Dark Souls II: Webhallen Edition;;1397174400
42997;Absolute Supercars;;1354752000
42998;Beyond: Two Souls - Special Edition;;1384128000
42999;Hyperdimension Neptunia Hypercollection;;1428019200
43000;The Disgaea Triple Play Collection;;1444867200
43001;Syberia: Complete Collection;;1443398400
43003;Prince of Persia: The Forgotten Sands (Limited Collector's Edition);;1276819200
43004;Ninja Gaiden Sigma Collector's Edition;;1186012800
43005;Mortal Kombat vs. DC Universe Kollector's Edition;;1229299200
43006;Rayman Origins Collector's Edition;;1323820800
43007;Two Worlds II: Royal Edition;;1298592000
43009;Class of Heroes 2G;;1420070400
43010;Demon's Souls: Deluxe Edition;;1257465600
43011;Street Fighter 25th Anniversary Collector's Set;;1351296000
43012;Summer Challenge: Athletics Tournament;;1339977600
43013;Ferrari Challenge Deluxe;;1282089600
43014;Darksiders Collection;;1412640000
43017;Destiny: The Taken King: Legendary Edition;;1444867200
43018;Batman: Arkham Asylum - Collector's Edition;;1253750400
43019;Batman: Arkham City - Collector's Edition;;1321488000
43021;Defiance Collector's Edition;;1367366400
43022;Fallout 3: Collector's Edition;;1225152000
43024;Duke Nukem Forever: Balls of Steel Edition;;1310601600
43025;BlazBlue: Continuum Shift Extend Limited Edition;;1331596800
43026;Elemental Monster;;1318464000
43027;Gran Turismo HD;;1169596800
43028;Hyperdimension Neptunia Victory Limited Edition;;1366416000
43029;Call of Duty Classic;;1257811200
43030;Hot Wheels: World's Best Driver;;1379376000
43031;Gran Turismo 6 - Anniversary Edition;;1388880000
43034;Wajin Ibunroku: Asaki, Yumemishi;;1351209600
43036;Monkey Island Special Edition Collection;;1318118400
43037;WRC 3: FIA World Rally Championship;;1350000000
43038;Phantom Breaker: Extra;;1382140800
43039;Atelier Rorona Plus: The Alchemist of Arland;;1384992000
43040;Sky Fighter;;1285113600
43041;Resistance 2 Collector's Edition;;1228262400
43042;SingStar Digital;;1355270400
43043;SingStar Hits;;1229644800
43044;SingStar Hits 2;;1215734400
43045;Buzz! Quiz TV Bundle;;1224633600
43046;The Mahjong: Tsuushin Taikyoku Kinoudzuke;;1251590400
43047;Shuukan Toro Station;;1260489600
43048;Shutsugeki!! Otometachi no Senjou 2: Yuukoku o Kakeru Koujo no Tsubasa;;1342828800
43049;Shin Toudai Shogi;;1327190400
43050;Dynasty Warriors: Strikeforce 2 HD Edition;;1345852800
43051;Shin Kamaitachi no Yoru: 11 Hitome no Suspect;;1326758400
43052;Sengoku Musou 3 Z;;1299715200
43053;Sengoku Musou 3 Empires;;1316995200
43054;Sengoku Basara HD Collection;;1348876800
43055;Sekai Saikyou Ginsei Shogi: Fuuum Ryouko Raiden;;1305936000
43056;Sekai Saikyou Ginsei Igo: Hybrid Monte Carlo;;1006992000
43057;Sangoku Hime: Senkou no Taika - Akatsuki no Haryuu;;1345248000
43058;Sackboy's Prehistoric Moves;;1292284800
43059;Ryu ga Gotoku Kenzan!;;1207267200
43060;Brave Earth: Prologue;;1546214400
43061;Rugby League Live 4;;1505174400
43062;Xenobox VR;;1498780800
43063;Psebay;;1499385600
43064;Late For Work;;1498867200
43065;OzGrind Virtual Reality Showroom;;1499040000
43066;Spider-Man: Homecoming - Virtual Reality Experience;;1498780800
43067;Slave of War VR;;1502668800
43068;Holomeld;;1498694400
43069;LIBERTY VR;;1499040000
43070;Hex Tunnel;;1499904000
43071;The First Time I Died;;1498953600
43073;Cavern Crumblers;;1502323200
43075;Bullet Party;;1500940800
43076;THE HOUCHI PLAY -THE 放置プレイ-;;1501459200
43077;The Tritan Initiative;;1500163200
43078;Automobile Tycoon;;1504224000
43079;Castaway Home Designer;;1499731200
43080;Eight-Minute Empire;;1504569600
43081;Spirit of the Ancient Forest;;1499990400
43082;Grav Blazer;;1507593600
43083;Mad-Sector;;1499904000
43084;Professor Watts Word Search: Into The Ocean;;1505865600
43085;Grisaia Phantom Trigger Vol.3;;1501113600
43086;Dreamals: Dream Quest;;1474416000
43087;Panda Love;;1472083200
43088;M.A.C.E. Tower Defense;;1500249600
43089;Orbs;;1451606400
43090;Thin Judgment;;1498780800
43092;Wizhood;;1499558400
43093;Cutlass;;1500336000
43094;Sunrise survival;;1501718400
43095;Juke;;1512000000
43096;SHOWMAKER;;1512086400
43097;Shark Dating Simulator XL;;1500854400
43098;Virus Z;;1500854400
43099;Space of Darkness;;1500076800
43100;4th of July VR;;1500768000
43101;Cowboy's Adventure;;1498608000
43102;OHOTA KREPKOE;;1499990400
43103;Clumsy Fred;;1499904000
43104;Flight Unlimited 2K18;;1499644800
43105;Solarium;;1501027200
43106;Infested Nation;;1501113600
43107;Tower Bombarde;;1546214400
43108;Solar System Journey VR;;1500854400
43109;Destiny of a Wizard;;1498780800
43110;- Occult Raise -;;1502064000
43111;Tron Hockey;;1499817600
43112;Slingshot Puzzle;;1498694400
43113;Stophat;;1499126400
43114;Viral EX;;1499644800
43115;Tank Mechanic Simulator;;1548720000
43117;THE AWKWARD STEVE DUOLOGY;;1500249600
43118;Happy Singh Adventures;;1499299200
43119;Global Adventures;;1514505600
43120;Ashworld;;1505779200
43121;Pinball Wicked;;1498867200
43122;Eye of Odin;;1499299200
43123;Tales of the Tiny Planet;;1498867200
43124;Zooicide;;1498780800
43125;End of the Road VR;;1498694400
43126;1982;;1498608000
43127;In Game Adventure: Legend of Monsters;;1498608000
43128;Uphill Skiing;;1498780800
43129;The Seasons;;1503532800
43130;Twins of the Pasture;;1500508800
43131;Swords and Sandals 2 Redux: Maximus Edition;;1498694400
43132;TublerVR;;1498608000
43133;Potentia;;1499126400
43134;Beached;;1498521600
43135;Lost Legends: The Pharaoh's Tomb;;1498694400
43136;Loading Screen Simulator;;1451520000
43137;Maniac GO;;1498608000
43138;Pharmakon;;1498867200
43139;Ashes;;1498608000
43140;A Snake's Tale;;1499299200
43141;Crimson Gray;;1498867200
43142;Dracula's Library;;1499817600
43145;Planet 2117;;1499817600
43146;EXIT 2 - Directions;;1501459200
43147;Pixel Pursuit;;1499212800
43148;Warsim: The Realm of Aslona;;1498608000
43149;Haunted Hotel: Stay in the Light;;1498694400
43150;Trophy Trout;;1504137600
43151;Roll Out;;1501372800
43152;Dirty Fighter 2;;1498521600
43153;Fos;;1498608000
43154;RectRacer;;1498694400
43155;Enlightenment;;1546214400
43156;This is not RPG;;1498694400
43157;Turn your Destiny;;1498608000
43158;Fateholders of Tetsoidea;;1500422400
43159;The Safeguard Garrison: Space Colonies;;1500768000
43160;Vengeance: Lost Love;;1498608000
43161;Book Of Potentia 2;;1500595200
43162;Refract;;1499299200
43163;Grav Grav Gravity;;1501718400
43164;Break The Cookie;;1499644800
43165;My Time at Portia;67.75;1547510400
43166;Luna;;1501545600
43167;Malfunction;;1500681600
43168;Celestial Creator;;1500163200
43169;Dracula: Vampires vs. Zombies;;1502064000
43170;Sphere Frustration;;1498867200
43171;Stability;;1500940800
43172;aMAZE 3D;;1500508800
43173;Drone: Remote Tactical Warfare;;1498780800
43174;Pokémon Zany Cards;;1005868800
43175;Trainscape;;1498521600
43176;Twin Roads;;1499126400
43177;Maze Bandit;70.0;1498867200
43178;Idle Champions of the Forgotten Realms;;1544486400
43179;Game of Dragons;;1501459200
43180;Whispered Secrets: Into the Beyond Collector's Edition;;1498867200
43181;Trophy Fishing 2;;1499644800
43182;Hop Step Sing! kiss×kiss×kiss (HQ Edition);;1498608000
43183;Aliens In The Yard;;1500940800
43184;Princess Maker 3: Fairy Tales Come True;;1498521600
43185;Humble Abode;;1498521600
43186;Echo Nine;;1541548800
43187;VAULT OF HONOR;;1499904000
43188;BOUNCED;;1500249600
43200;OVERRIDE;;1543881600
43206;Sega Ages 2500 Series Vol. 16: Virtua Fighter 2;;1100390400
43208;Backyard Football '08;;1195084800
43210;Realm of the Dead;;1090454400
43214;Geoid;;1497571200
43217;Digital Hitz Factory;;1093132800
43218;Dance Dance Revolution X2;;1259280000
43219;Cabela's Monster Bass;;1198022400
43220;Supercar Street Challenge;;1007683200
43226;Crazy Frog Arcade Racer;;1191369600
43235;Motorbike King;;1066867200
43237;Street Boyz;;1134691200
43238;Deep Water;;1450224000
43239;Yetisports Arctic Adventure;;1121644800
43240;Mobile Suit Gundam: The One Year War;;1115424000
43242;MLF 2;;1050624000
43244;Volleyball Challenge;;1092009600
43245;Pinball Fun;;1051142400
43246;Obliterate;;1162771200
43247;Perfect Ace 2: The Championships;;1439596800
43248;Bratz: Girlz Really Rock;;1230681600
43249;ESPN Baseball 2K4;;1086220800
43250;Cabela's Big Game Hunter 2008;;1196812800
43251;Mortal Kombat Kollection;;1225238400
43252;Agent Hugo: Lemoon Twist;;1196812800
43253;RC Revenge Pro;;978307200
43254;Lucinda Green's Equestrian Challenge;;1166140800
43255;Dr. Dolittle;;1167350400
43256;Gecko Blaster;;1199145600
43257;Pool Master;;975196800
43258;The Waterhorse: Legend of the Deep;;1208044800
43259;Xtreme Speed;;1099872000
43260;Combat Ace;;1163376000
43261;Killzone - Limited Edition;;1101859200
43262;Metal Gear Solid 3: Snake Eater - Slipcase Edition;;1112572800
43263;[DUPLICATE] A.C.E.: Another Century's Episode;;1109462400
43264;Metal Gear Solid 3: Limited Metal Edition;;1103241600
43265;Dragon Sisters;;1177286400
43266;Zombie Virus;;1177286400
43267;Summon Night Gran-These: Horobi no Tsurugi to Yakusoku no Kishi;;1268265600
43268;Gunslinger Girl Volume I;;1083974400
43269;Rogue Hearts Dungeon;;1177545600
43270;Shepherd's Crossing;;1221782400
43271;NCAA March Madness 2003;;1040428800
43272;Q-Ball: Billiards Master;;975196800
43273;Theme Park Roller Coaster;;978480000
43274;Top Gear: Dare Devil;;979171200
43275;CART Fury;;993340800
43276;Elvandia Story;;1180051200
43277;Silent Hill 2 (Special 2 Disk Set);;1130112000
43278;Thunderstrike: Operation Phoenix;;1005782400
43279;Jimmy Neutron: Jet Fusion;;1063670400
43280;Rumble Racing;;987984000
43281;Fahrenheit: Special Edition;;1129766400
43282;Namco Classic Fighter Collection;;1224288000
43284;Cardinal Arc: Konton no Fuusatsu;;1062806400
43286;Bass Strike;;1004054400
43287;Time Crisis: Crisis Zone;;1100736000
43288;TOCA Racer Driver 3;;1142899200
43289;Tokyo Xtreme Racer zero;;993686400
43290;Super Farm;;1080259200
43291;Stealth Force: The War on Terror;;1120953600
43292;Silent Hill 2: Director's Cut;;1040083200
43293;Shogun's Blade;;1134691200
43294;SAS: Anti Terror Force;;1133654400
43295;Pool Paradise: International Edition;;1154822400
43296;Monopoly Party!;;1039564800
43297;Final Armada;;1189900800
43298;Euro Rally Champion;;1128384000
43300;Kaido Racer;;1134777600
43301;Goosebumps: HorrorLand;;1225238400
43303;Tokyo Road Race;;1040515200
43304;Wave Rally;;1007596800
43305;Motor Mayhem;;995587200
43306;Ford Mustang: The Legend Lives;;1116460800
43307;Soccer America International Cup;;1469059200
43309;Dai-3-Ji Super Robot Taisen Alpha: Shuuen no Ginga e;;1125100800
43310;Super-Bikes: Riding Challenge;;1160784000
43311;Mobile Suit Gundam Federation vs. Zeon;;1007596800
43312;Spongebob's Atlantis Squarepants;;1196121600
43313;Pump It Up: Exceed;;1128729600
43314;Jampack: Volume 14;;1147910400
43315;Jampack: Volume 13;;1132272000
43316;Jampack: Volume 12;;1114473600
43317;Jampack: Volume 15;;1163635200
43321;Sonic the Hedgehog Genesis;;1166054400
43323;Sonic the Hedgehog Pocket Adventure;;915148800
43324;Raging Blades;;1056931200
43325;The Mini Bijo Keikan;;1134086400
43326;Project Zero 3: The Tormented;;1143072000
43327;Spy Fiction;;1072310400
43328;Superbike GP;;1124064000
43329;Sub Rebellion;;1036886400
43330;Homura;;1135987200
43331;Lassie;;1196035200
43332;International Super Karts;;1127692800
43333;Sprint Car Challenge;;1126828800
43334;Home Wars;;1497312000
43335;FIFA 2003;;1039824000
43336;Snow Rider;;1162771200
43337;Shadow Of Ganymede;;1122163200
43338;FIFA 2004;;1070496000
43339;Rayman: 10th Anniversary Collection;;1128470400
43340;XII Stag;;1041292800
43341;Steel Dragon Ex;;1066867200
43342;Xyanide Resurrection;;1188518400
43344;Surfing H3O;;975196800
43345;Saint Seiya: The Sanctuary;;1122681600
43346;Psyvariar 2: Ultimate Final;;1105142400
43347;Search & Destroy;;1151712000
43348;The King of Fighters 2000/2001;;1073606400
43349;The King of Fighters: Maximum Impact 2;;1186358400
43350;Hard Knock High;;1193529600
43351;Psyvariar - Complete Edition;;1067126400
43352;Super Trucks Racing;;1069977600
43353;Eternal Quest;;1087776000
43354;SpinDrive Ping Pong;;1114300800
43355;Animal Soccer World;;1162425600
43358;Vaultomb;;1494374400
43359;Awesome Machine;;1499299200
43360;Princess Evangile W Happiness - Steam Edition;;1501200000
43361;Animallica;;1499212800
43362;Bullet VR;;1499904000
43364;Polygon Hero;;1499299200
43365;Bermuda - Lost Survival;;1504224000
43366;PHAT STACKS 2;;1502668800
43367;RICO;58.0;1552348800
43370;Marvel: Ultimate Alliance Special Edition;;1164240000
43371;Riding Spirits II;;1087689600
43372;Premier Manager 09;;1221436800
43373;ESPN Winter X Games Snowboarding;;975196800
43374;EverQuest Online Adventures: Frontiers;;1071705600
43375;Walt Disney's The Jungle Book Rhythm N' Groove;39.0;1047340800
43376;Moorhuhn Fun Kart 2008;;1209081600
43377;Germany's Next Top Model;;1302998400
43378;inFamous 2 - Special Edition;;1309910400
43379;Yanya Caballista City Skater;;996969600
43380;Energy Airforce;;1098489600
43381;Madden NFL 2005: Collector's Edition;;1094601600
43383;Fugitive Hunter: War on Terror;;1071705600
43384;Ford Bold Moves Street Racing;;1161216000
43385;Flow: Urban Dance Uprising;;1134604800
43386;Sunny Garcia Surfing;;1006560000
43387;Shadow Of The Colossus: Limited Edition;;1132272000
43388;Metal Gear Solid 2: Sons of Liberty Limited Edition;;1018224000
43389;Gundam True Odyssey: Ushinawareta G no Densetsu;;1142812800
43390;Reel Fishing III;;1065830400
43391;D1 Professional Drift Grand Prix Series;;1157587200
43392;Mobile Suit Gundam Encounters In Space;;1062633600
43393;Doomsday Racers;;1124064000
43394;Maxxed Out Racing: Nitro;;1185667200
43395;Tony Hawk's American Wasteland: Collector's Edition;;1132272000
43396;Jelly Belly: Ballistic Beans;;1242864000
43397;Virtua Pro Football;;1159660800
43399;NFL GameDay 2002;;1010016000
43400;SD Gundam G Generation Spirits;;1196294400
43401;One Piece: Round the Land!;;1105315200
43402;Asterix & Obelix XXL2: Mission: Las Vegum;;1154217600
43403;All Star Fighting;;1177545600
43404;Neon Genesis Evangelion: Battle Orchestra;;1182988800
43405;Fullmetal Alchemist: Dream Carnival;;1096156800
43406;Cowboy Bebop: Tsuioku no Serenade;;1124928000
43407;Aria: The Natural ~Tooi Yume no Mirage~;;1161993600
43408;Aria: The Origination ~Aoi Hoshi no El Cielo~;;1217030400
43409;Devil May Cry 2 - Limited Edition;;1046131200
43410;Twin Caliber;;1038700800
43411;Stitch: Experiment 626;;1029715200
43412;Sakura Taisen: Atsuki Chishio Ni;;1046304000
43413;Spectral Force: Radical Elements;;1095292800
43414;Spectral Force Chronicle;;1114646400
43415;Shooting Love: Trizeal;;1147996800
43416;Sakura Taisen V: Saraba Itoshiki Hito Yo;;1272499200
43417;Radirgy Precious;;1151107200
43418;Cho Aniki: Seinaru Protein Densetsu;;1070150400
43419;Shikigami no Shiro: Nanayozuki Gensoukyoku;;1127001600
43420;Ghost Vibration;;1028419200
43421;Maken Shao: Demon Sword;;1061856000
43422;Killzone Collector's Edition;;1078963200
43423;Magna Carta: Tears of Blood Deluxe Box Set;;1134518400
43424;Kamen Rider 555;;1074384000
43425;Boxing Champions;;1070755200
43426;Yoshinoya;;1104451200
43427;Fisherman's Bass Club;;1034899200
43428;World Championship Cards;;1208476800
43429;RoboTraps;;1497830400
43430;Prince of Persia Trilogy Limited Edition;;1166054400
43431;Polaroid Pete;;993859200
43434;Reflecting Fate;;1497312000
43435;P.T.O. IV;;1046649600
43440;Three Twenty One;;1498694400
43441;Glass Rose;;1082937600
43442;RoBros;;1497398400
43443;Next Generation Tennis 2003;;1056153600
43444;This Is Football 2005;;1114128000
43445;Garfield: Saving Arlene;;1138752000
43446;International Golf Pro;;1082937600
43447;Wacky Races Starring Dastardly & Muttley;;996278400
43448;Pacific Warriors II: Dogfight!;;1096588800
43449;Le Tour de France: Centenary Edition;;1058918400
43450;Gundam Musou Special;;1206576000
43453;Twinkle Star Sprites: La Petite Princesse;;1125187200
43454;Sega Ages 2500 Series Vol. 1: Phantasy Star Generation:1;;1064707200
43455;Stuart Little 3: Big Photo Adventure;;1134518400
43456;MDK2: Armageddon;;988243200
43457;Taxi Rider;;1141344000
43458;Chaos Field: New Order;;1137196800
43459;Tales of Fandom Vol. 2 (Tear Version);;1185494400
43460;Sengoku Anthology;;1254355200
43461;Mobile Suit Gundam: Journey to Jaburo;;999734400
43462;Furry Tales;;1189900800
43463;ICO: Limited Edition;;1019433600
43464;JoJo no Kimyou na Bouken: Phantom Blood;;1164412800
43465;JoJo no Kimyou na Bouken: Ougon no Kaze;;1030233600
43466;Army Men: Air Attack - Blade's Revenge;;987897600
43472;Dinosaur Adventure;;1154390400
43474;Crazy Golf: World Tour;;1121990400
43475;Corvette Evolution GT;;1163203200
43476;Trigger Heart Exelica Enhanced;;1240617600
43477;Gigawing Generations;;1141344000
43478;The Maid Fuku to Kikanjuu;;1157587200
43479;World Super Police;;1156118400
43482;Soccer Life 2;;1154131200
43485;Be Quiet!;;1501459200
43486;Singstar Kent;;1277510400
43487;Grimoire: Heralds of the Winged Exemplar;;1496016000
43490;Castle Defender;;1497398400
43492;Need for Speed: Most Wanted - Black Edition;;1134604800
43493;Blockara;;1461110400
43494;Need for Speed: Carbon - Collector's Edition;;1164844800
43496;DC Wonder: Unlimited;;1497312000
43498;Chroma Blast;;1468368000
43499;Disney Move;;1103414400
43500;Spin the Beat;;1497744000
43501;JYDGE;78.75;1506816000
43502;Countryside Bears;;1154390400
43503;War Chariots: Royal Legion;;1497312000
43504;CaveMan Rock;;1185926400
43505;Catacombs 1: Demon War;;1499731200
43506;Buzz! Junior: Monster Rumble;;1196553600
43507;Buzz! Junior: Dino Den;;1206144000
43508;Cyber Utopia;;1497484800
43509;Bust-A-Bloc;;1025395200
43510;Isotiles;;1497571200
43511;Athopiu - The Final Rebirth of Hopeless Incarnate;;1498003200
43512;Agent Hugo: Hula Holiday;;1231459200
43513;Draw_Love;;1499299200
43514;Beat Down: Fists of Vengence;;1127347200
43515;YANKAI'S PEAK.;;1498867200
43516;Atelier Lilie Plus: The Alchemist of Salburg 3;;1017878400
43517;Numberline 2;;1499817600
43518;Space Hero Line;;1500249600
43519;LSDriver 2;;1499817600
43520;Buzz! The Sports Quiz;;1130803200
43522;Lets Ride Silver Buckle Stables;;1142294400
43523;Stock Car Crash;;1148688000
43524;Skate Attack;;1175990400
43525;Yu Yu Hakusho: Ghost Files: Dark Tournament;;1098576000
43527;Victorious Boxers: Ippo's Road to Glory;;1007596800
43528;Garfield 2;;1161475200
43533;Bleach: Erabareshi Tamashi;;1125792000
43534;BCV: Battle Construction Vehicles;;962409600
43535;Bomberman Kart;;981244800
43536;Road Rage 3;;1002758400
43537;Boom-Bahh;;1499817600
43538;Pacif Warriors 2;;1099180800
43539;Mahjong Masters: Temple of the Ten Gods;;1497744000
43540;Truck Racing 2;;1132444800
43541;Beast Mode: Night of the Werewolf;;1498089600
43542;Torch Cave 3;;1499904000
43543;Zombie Quarantine;;1498089600
43544;Skateboard Madness;;1179532800
43545;Garfield: Lasagna World Tour;;1217116800
43546;Space War Attack;;1143763200
43547;Hugo Cannon Cruise;;1102032000
43549;Aqua Aqua;;973123200
43554;Army Men: Green Rogue;;1009756800
43556;RPG Maker II;;1069977600
43559;Hype - The Time Quest;;943056000
43561;Woody Woodpecker: Escape from Buzz Buzzard Park;;1009756800
43563;Warriors of Might and Magic;;987465600
43566;OutRun 2 SP: Special Tours;;1188691200
43573;Disney's Peter Pan: The Legend of Neverland;;1130112000
43576;Super Bust-A-Move 2;;1035072000
43577;Dance Dance Revolution Extreme 2;;1130371200
43579;America's 10 Most Wanted;;1094342400
43580;Growlanser: Generations Deluxe;;1105056000
43581;Go, Diego, Go! Safari Rescue;;1299801600
43582;Rune: Viking Warlord;;999043200
43583;Tom and Jerry: War of the Whiskers;;1040515200
43584;Buzz! The Pop Quiz;;1208044800
43585;Swing Away Golf;;975110400
43586;Pink Pong;;1111708800
43587;Fire Heroes;;1134691200
43588;Initial D: Special Stage;;1059177600
43589;Son of the Lion King;;1170201600
43590;WWII: Soldier;;1131667200
43591;SOCOM: Combined Assault;;1159660800
43592;Shaman King: Power Of Spirit;;1102550400
43593;Rock Band: Track Pack - Volume 1;;1218758400
43594;Mobile Suit Gundam: Zeonic Front;;999734400
43595;Innocent Life: A Futuristic Harvest Moon Special Edition;;1177804800
43596;Dai Senryaku VII: Modern Military Tactics Exceed;;1199923200
43597;Tribes Aerial Assault;;1035331200
43598;GTC: Africa;;1026518400
43599;Runabout 3: Neo Age;;1038700800
43600;Grand Prix Challenge;;1049328000
43602;Splatter Master;;1097712000
43603;Thunder Force VI;;1228003200
43604;Deadly Strike;;1109980800
43605;Hard Hitter Tennis;;1036713600
43606;Tsugunai: Atonement;;982800000
43607;Dark Angel: Vampire Apocalypse;;997660800
43608;MX Rider;;1007164800
43609;In the Groove;;1121558400
43610;Ejay Clubworld;;1062201600
43611;Space Channel 5 Special Edition;;1071619200
43612;Onimusha Essentials;;1225324800
43614;OKAGE: Shadow King;;1004659200
43615;SkyGunner;;1027468800
43616;Yu-Gi-Oh! The Duelists of the Roses;;1047772800
43617;Yu-Gi-Oh! Capsule Monster Coliseum;;1101513600
43618;Smash Court Tennis Pro Tournament;;1019260800
43619;All Star Pro Wrestling 2;;1008979200
43620;Wizardry: Tale of the Forsaken Land;;1011398400
43621;Code Breaker;;1004745600
43622;Super Pickups;;1195084800
43623;Friends: The One With All The Trivia;;1134604800
43624;G-Surfers;;1046390400
43625;Finny The Fish & The Seven Waters;;1118966400
43626;Fightbox;;1078531200
43627;International Cue Club;;1034985600
43628;Outlaw Volleyball: Remixed;;1118966400
43629;Party Girls;;1134691200
43630;Monster Rancher 4;;1071273600
43631;Monster Rancher 3;;1003968000
43632;Moderngroove: Ministry of Sound Edition;;997660800
43633;McFarlane's Evil Prophecy;;1089849600
43634;Mad Maestro!;;1005436800
43635;Lupin the 3rd: Treasure of the Sorcerer King;;1041033600
43636;MX World Tour;;1115251200
43637;Nano Breaker;;1110844800
43638;NCAA Gamebreaker 2004;;1064534400
43639;NCAA Gamebreaker 2003;;1031788800
43640;NCAA Gamebreaker 2001;;979862400
43641;Neopets: The Darkest Faerie;;1132876800
43642;Maximo vs. Army of Zin;;1077235200
43643;The King of Fighters '98: Ultimate Match;;1238716800
43644;Fighter Maker 2;;1039651200
43645;Kingdom Hearts Re: Chain of Memories;;1230768000
